StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q_RecaptchaScore,consent,prolific_id,Q41_First Click,Q41_Last Click,Q41_Page Submit,Q41_Click Count,Q14,Q14_DO,Q15,Q38_First Click,Q38_Last Click,Q38_Page Submit,Q38_Click Count,choice_screen,choice_screen_DO,Q42_First Click,Q42_Last Click,Q42_Page Submit,Q42_Click Count,desktop,desktop_DO,survey_version,default_assigned,default_assigned_DO,Q48_First Click,Q48_Last Click,Q48_Page Submit,Q48_Click Count,beatles,beatles_DO,se.beatles,se.beatles_DO,Q49_First Click,Q49_Last Click,Q49_Page Submit,Q49_Click Count,alcapone,se.alcapone,se.alcapone_DO,Q50_First Click,Q50_Last Click,Q50_Page Submit,Q50_Click Count,vangogh,vangogh_DO,se.vangogh,se.vangogh_DO,Q60_1,Q60_2,Q60_3,Q60_5,Q60_DO,Q43_First Click,Q43_Last Click,Q43_Page Submit,Q43_Click Count,Q58,Q58_DO,choice screen,choice screen_DO,survey.type.weather,survey.type.weather_DO,Q55,Q51_First Click,Q51_Last Click,Q51_Page Submit,Q51_Click Count,austin,app_austin,app_austin_DO,Q52_First Click,Q52_Last Click,Q52_Page Submit,Q52_Click Count,cambridge,app_cambridge,app_cambridge_DO,Q53_First Click,Q53_Last Click,Q53_Page Submit,Q53_Click Count,cupertino,app_cupertino,app_cupertino_DO,Q31_1,Q31_2,Q31_3,Q31_DO,Q54,Q32,Q33,Q34,Q34_DO,Q35,Q35_DO,Q36,Q36_DO,Q37,Q38,rid,gc,Q_UnansweredPercentage,Q_UnansweredQuestions,Q_StraightliningCount,Q_StraightliningPercentage,Q_StraightliningQuestions,FL_12_DO,default_DO,video.weather_DO,weather_DO
2023-07-12 18:41:10,2023-07-12 18:49:09,0,75.137.186.106,100,479,1,2023-07-12 18:49:10,R_2cCpBPzd4Tjvc2T,,,,,33.3708,-84.8154,anonymous,EN,1,1,6171b613293370249f437607,,,,,5,5|3|2|4|1,7,,,,,,,3.346,3.346,15.006,1,2,1|2,2,2,4|1|3|2,11.051,13.779,15.502,2,4,5|4|1|6|2|7|3,2,2|1|3|4|5,4.122,29.548,30.472,6,2,2,4|1|2|5|3,3.275,16.802,17.928,4,23,18|17|22|21|19|23|20,2,5|3|2|1|4,5,5,0,0,5|2|1|3,3.698,25.171,26.852,5,"1,3",3|5|2|1|4|6,,,2,2|1,2,6.166,85.381,86.002,5,1,2,3|1|4|2,64.285,66.8,68.14,2,3,1,2|4|3|1,27.779,30.782,34.478,3,1,1,3|2|4|1,4,3,3,2|3|1,4,1971,3,4,4|1|5|2|3,2,3|1|4|2,1,5|6|4|7|2|3|1,5,"I think we do stick with the usual search engines, I changed with the weather because of all the popups. ",,1,0,,0,0,,default,bing_default|Q42,description,default_aw
2023-07-12 18:41:14,2023-07-12 18:49:13,0,24.10.66.36,100,478,1,2023-07-12 18:49:14,R_2tE9PalBqq7ddD3,,,,,38.581,-121.4939,anonymous,EN,1,1,6428a9d34890ddbe5dd57fb0,,,,,5,5|3|2|4|1,7,,,,,,,3.715,3.715,15.404,1,2,1|2,2,3,4|1|3|2,31.925,33.973,34.978,2,4,5|2|4|6|7|1|3,3,1|2|5|3|4,8.456,31.789,32.973,4,2,3,1|3|5|4|2,2.941,50.642,51.831,4,17,21|23|22|17|20|18|19,3,4|1|5|2|3,3.43,3.5,4.5,3.53,2|1|3|5,13.502,26.452,28.025,8,"1,2,3,5",6|4|5|2|1|3,,,2,2|1,1,33.239,36.387,39.628,2,1,1,1|3|4|2,31.404,33.516,34.535,2,3,1,3|1|4|2,24.723,28.364,29.606,2,1,1,3|2|4|1,5,3,4,1|3|2,1,1967,3,2,2|5|4|3|1,1,3|4|1|2,1,5|1|3|6|7|2|4,5,,,1,0.03125,QID38,0,0,,default,yahoo_default|Q42,description,default_wc
2023-07-12 18:38:13,2023-07-12 18:49:49,0,73.152.145.79,100,696,1,2023-07-12 18:49:50,R_3QDWLXe8VZuY1It,,,,,37.1232,-79.281,anonymous,EN,1,1,55ad7888fdf99b6eff50171d,,,,,5,4|5|1|3|2,7,11.882,11.882,17.099,1,1,2|1|5|3,,,,,2,1|2,1,,,31.213,33.884,36.945,2,4,6|2|1|3|5|4|7,1,5|2|4|1|3,32.559,34.374,36.762,2,2,1,5|3|4|1|2,56.062,57.861,59.379,2,17,21|23|19|18|22|20|17,1,3|5|4|1|2,4.82,1.42,0.75,0.65,3|2|1|5,7.66,19.575,21.436,5,1,6|2|5|4|3|1,,,2,2|1,2,78.816,88.859,90.474,2,1,2,4|1|2|3,47.495,50.869,52.386,2,1,2,2|4|1|3,5.486,70.114,71.408,4,3,2,3|2|4|1,1,3,1,3|2|1,"1,2",1960,4,3,5|2|1|3|4,2,3|1|4|2,1,1|2|3|7|6|5|4,5,,,1,0.03125,QID38,0,0,,choice_screen,,description,default_aw
2023-07-12 18:42:39,2023-07-12 18:49:55,0,104.33.230.242,100,435,1,2023-07-12 18:49:56,R_1plr4CkoQr8rowh,,,,,34.2149,-119.1761,anonymous,EN,0.8999999761581421,1,6070b8550e199cd6db5e4a79,,,,,5,3|1|2|4|5,7,3.83,3.83,8.648,1,1,3|2|1|5,,,,,2,1|2,1,,,14.558,17.411,19.688,2,4,1|6|3|4|2|7|5,1,3|1|5|2|4,5.82,97.079,98.127,4,2,1,1|4|3|5|2,20.533,22.704,41.559,2,17,21|23|17|22|19|20|18,1,3|2|1|4|5,5,1,3,2,3|2|5|1,4.401,32.658,35.095,9,1,4|6|3|1|2|5,,,2,2|1,2,35.386,37.937,39.097,2,1,2,1|4|2|3,23.09,25.696,26.554,2,1,2,1|4|3|2,25.973,28.319,29.557,2,3,2,3|1|4|2,5,4,3,2|3|1,"1,4",1997,4,5,5|3|4|1|2,2,2|1|3|4,1,4|3|6|5|2|1|7,5,,,1,0.03125,QID38,0,0,,choice_screen,,description,default_aw
2023-07-12 18:42:02,2023-07-12 18:49:57,0,97.101.178.111,100,474,1,2023-07-12 18:49:58,R_2t9c3fzeL6qoDU2,,,,,28.7115,-81.5135,anonymous,EN,1,1,6298d2ace7d7094c8d904e82,,,,,5,1|3|2|5|4,7,4.853,4.853,13.09,1,2,2|5|3|1,,,,,2,1|2,1,,,26.781,28.753,32.526,2,4,6|4|5|3|7|2|1,4,4|2|3|1|5,60.516,63.289,64.843,2,1,4,1|3|4|2|5,40.466,43.334,44.674,2,17,18|22|20|19|17|21|23,4,2|4|3|5|1,5,3,3,2,2|3|1|5,5.45,23.868,25.476,6,"1,2",4|2|3|1|5|6,2,3|1|2,1,2|1,,51.619,55.072,56.451,2,1,2,2|4|3|1,39.74,42.904,44.063,2,1,2,3|4|1|2,4.213,41.117,42.493,3,3,2,3|1|2|4,4,4,4,1|2|3,"1,2,4",1968,4,3,5|4|3|1|2,1,1|2|3|4,1,4|2|6|7|1|5|3,5,N/a,,1,0,,0,0,,choice_screen,,description,choice screen
2023-07-12 18:33:57,2023-07-12 18:50:30,0,172.58.182.75,100,993,1,2023-07-12 18:50:31,R_2eRajd9SHRHHydy,,,,,32.7797,-96.8022,anonymous,EN,1,1,5de980601174470ad1f69892,,,,,5,1|4|5|3|2,7,25.722,35.282,49.284,2,1,2|1|5|3,,,,,2,2|1,1,,,19.913,25.937,30.45,2,4,7|2|4|5|1|3|6,1,2|3|5|4|1,29.726,65.802,67.151,2,2,1,2|4|1|5|3,39.228,41.185,42.351,2,23,18|19|21|23|20|22|17,1,5|3|1|2|4,4.5,4,1,2.50,5|3|2|1,24.107,129.879,131.654,11,"1,3",3|4|6|1|2|5,,,2,1|2,2,101.196,103.955,105.478,2,1,2,2|1|4|3,6.959,76.791,77.957,6,1,2,1|2|4|3,4.289,71.796,72.729,4,1,2,4|2|1|3,4,1,2,2|1|3,4,1997,2,4,3|1|2|4|5,3,1|3|2|4,2,6|3|1|5|4|7|2,5,,,1,0.03125,QID38,0,0,,choice_screen,,description,default_aw
2023-07-12 18:43:23,2023-07-12 18:50:42,0,173.3.166.190,100,439,1,2023-07-12 18:50:42,R_1OMElcC63PvHCG8,,,,,40.8547,-73.9218,anonymous,EN,1,1,63d84be2c9a21026d442e728,,,,,5,1|4|2|3|5,7,,,,,,,2.89,2.89,8.223,1,2,2|1,2,2,2|1|3|4,11.47,13.348,15.065,2,4,1|5|2|6|4|3|7,2,2|3|5|4|1,3.375,46.349,47.319,8,2,"1,2",4|1|5|3|2,1.703,13.076,14.236,6,23,20|18|19|23|21|22|17,1,1|5|2|4|3,4.51,3.91,2.48,2.61,3|2|5|1,4.884,13.421,14.362,6,"1,3",4|3|5|2|1|6,,,2,2|1,3,2.269,86.157,86.956,6,1,3,1|2|3|4,91.453,99.882,110.297,3,3,1,4|3|1|2,3.178,20.405,21.149,5,1,1,1|2|3|4,5,3,4,1|2|3,"1,3",1994,2,3,5|2|3|1|4,1,2|1|3|4,7,7|1|4|5|3|2|6,5,Not at this time.,,1,0,,0,0,,default,bing_default|Q42,description,default_wu
2023-07-12 18:41:07,2023-07-12 18:50:48,0,184.101.29.193,100,581,1,2023-07-12 18:50:49,R_1F9xe8imyt53yrK,,,,,33.4475,-112.0866,anonymous,EN,1,1,614e2791b9cd4f7631f6b991,,,,,5,3|5|2|1|4,7,9.819,12.36,13.502,2,3,1|5|2|3,,,,,2,2|1,1,,,41.269,45.986,48.458,3,4,1|2|5|3|7|6|4,2,5|2|1|4|3,8.507,121.983,123.026,4,2,1,5|4|3|1|2,5.149,70.419,71.608,5,23,21|23|17|18|19|22|20,1,5|1|2|4|3,3.71,2.71,2.51,2.51,1|2|3|5,4.085,15.237,16.619,7,"1,2,3",1|5|3|6|2|4,1,3|2|1,1,2|1,,6.057,45.656,46.973,4,1,1,3|4|2|1,30.812,33.376,34.598,2,3,1,2|4|3|1,21.219,23.668,24.621,2,1,1,3|4|2|1,3,3,3,2|1|3,"1,2",1978,3,5,2|1|4|3|5,1,2|1|3|4,1,4|2|3|5|7|6|1,5,,,1,0.03125,QID38,0,0,,choice_screen,,description,choice screen
2023-07-12 18:30:24,2023-07-12 18:51:09,0,99.174.169.148,100,1245,1,2023-07-12 18:51:10,R_cNrsCbHizb02KD7,,,,,37.589,-122.0461,anonymous,EN,1,1,60fdebfb247861f9a9dc9611,,,,,5,2|4|1|3|5,7,,,,,,,28.047,28.047,28.139,1,2,2|1,2,3,4|2|3|1,2.335,63.075,64.908,8,4,7|6|3|1|5|2|4,"1,3",4|5|3|1|2,3.404,58.918,59.859,12,2,"1,3",2|3|4|5|1,1.953,47.632,48.561,10,23,23|21|20|19|22|17|18,"1,3",2|3|1|4|5,5,3.02,3.06,4.06,2|3|5|1,10.055,42.461,44.343,21,"1,6",3|1|4|6|5|2,1,3|1|2,1,2|1,,4.586,10.965,13.401,4,1,"1,2",4|1|2|3,3.234,199.996,201.202,12,2,"1,2,3",3|4|2|1,0.053,12.466,14.726,14,1,1,4|2|1|3,4,3,3,2|3|1,"1,4",1994,4,2,2|3|5|1|4,2,4|3|1|2,7,2|7|6|1|4|5|3,5,,,1,0.03125,QID38,0,0,,default,yahoo_default|Q42,description,choice screen
2023-07-12 18:50:13,2023-07-12 18:51:17,0,76.50.211.248,100,63,1,2023-07-12 18:51:18,R_3exWqwB8mAAkuxx,,,,,32.7015,-114.643,anonymous,EN,1,1,5ee3a34e16ad19048aef74f6,,,,,5,4|5|2|1|3,7,,,,,,,1.985,1.985,16.889,1,2,1|2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,,0,0,,default,bing_default|Q42,,
2023-07-12 18:42:05,2023-07-12 18:51:42,0,75.57.104.128,100,576,1,2023-07-12 18:51:42,R_0SR4TEIiWUTgun7,,,,,36.5744,-83.6054,anonymous,EN,1,1,5bcf9a4765502300013b74a6,,,,,5,5|4|3|2|1,7,,,,,,,7.941,7.941,17.862,1,2,1|2,2,4,4|3|2|1,3.933,36.802,38.614,4,4,5|7|6|2|4|1|3,4,4|2|1|5|3,10.13,31.114,32.429,4,2,4,5|2|1|3|4,4.179,34.76,35.925,4,17,19|22|21|18|17|23|20,4,3|1|2|4|5,4.52,3.38,3.52,2.85,5|1|3|2,10.068,29.901,34.19,6,"1,2",5|6|4|2|1|3,,,2,1|2,2,4.229,81.275,83.405,4,1,2,2|3|4|1,4.833,62.343,63.346,4,1,2,1|3|4|2,3.476,30.964,32.333,4,3,2,1|3|2|4,4,3,4,3|2|1,1,1969,4,5,3|2|1|4|5,1,4|3|1|2,1,4|2|6|1|3|7|5,5,"i just stuck with the search engines assigned to keep it simple, i do like duckduckgo for its privacy, i do not use accuweather because of all the ads.",,1,0,,0,0,,default,duckduckgo_default|Q42,description,default_aw
2023-07-12 18:48:30,2023-07-12 18:51:55,0,75.118.128.206,100,204,1,2023-07-12 18:51:55,R_3oO7WhnZ8KXjG3u,,,,,40.0326,-82.8799,anonymous,EN,0.8999999761581421,1,5ba78b71d60daf0001532d5b,,,,,5,4|5|3|2|1,7,,,,,,,4.722,4.722,8.235,1,2,2|1,2,4,3|4|1|2,13.3,15.1,15.814,3,4,5|2|7|4|1|3|6,4,5|1|2|4|3,2.151,21.415,22.053,5,2,,5|4|2|1|3,14.629,16.127,16.751,3,23,23|20|22|17|18|21|19,1,5|2|4|3|1,2.91,0.88,1.63,0.64,2|5|3|1,2.023,7.149,7.905,6,1,5|1|2|3|4|6,2,3|2|1,1,2|1,,2.622,27.235,27.638,6,1,4,2|3|4|1,16.437,17.848,18.325,3,2,4,2|3|1|4,11.575,13.171,13.461,3,1,4,3|2|1|4,3,4,2,3|1|2,2,1978,5,4,4|3|1|2|5,1,2|3|1|4,1,3|2|6|1|4|5|7,5,,,1,0.0625,"QID38,QID70",0,0,,default,duckduckgo_default|Q42,description,choice screen
2023-07-12 18:37:23,2023-07-12 18:52:11,0,24.143.118.213,100,887,1,2023-07-12 18:52:12,R_3Rz4IuwOHy4XAUU,,,,,47.6137,-122.3104,anonymous,EN,1,1,6016155f2a5a52794d78ad1e,,,,,5,1|2|3|4|5,7,,,,,,,3.561,3.561,11.224,1,2,1|2,2,4,3|4|1|2,2.901,12.661,25.136,4,4,4|5|6|2|3|1|7,4,3|4|5|1|2,3.853,158.959,160.791,6,1,4,4|5|3|1|2,3.386,313.238,314.511,4,23,18|17|19|21|20|23|22,4,5|4|2|3|1,4,2,4,3,5|3|2|1,2.426,10.809,11.746,7,"1,2",2|6|4|1|3|5,3,2|1|3,1,1|2,,2.819,60.827,61.829,4,1,3,2|3|4|1,2.392,61.846,62.475,3,3,3,1|2|3|4,2.521,33.468,34.104,4,1,3,2|1|3|4,3,3,4,2|3|1,"1,3",1985,5,4,1|5|3|4|2,2,4|1|2|3,1,5|6|3|2|1|4|7,5,"What a neat idea! Then you might want to ask (if it's not about to ask) about knowledge of DuckDuckGo, and reasons why someone would stick to it? (Also just in case, you might have folks giving two answers to the Van Gogh, since wikipedia lists the prices adjusted for inflation.)",,1,0,,0,0,,default,duckduckgo_default|Q42,description,choice screen
2023-07-12 18:43:52,2023-07-12 18:52:43,0,174.162.32.30,100,530,1,2023-07-12 18:52:44,R_2zUghtNKYXTR1sA,,,,,42.9656,-85.65,anonymous,EN,1,1,5bdf513338109a0001f474c8,,,,,5,3|2|5|4|1,7,,,,,,,5.474,5.474,14.282,1,2,2|1,2,3,1|3|4|2,6.197,15.813,17.38,3,4,5|7|4|3|2|6|1,1,3|1|5|4|2,6.846,27.975,29.476,3,2,1,4|1|2|3|5,5.927,42.821,43.996,3,23,19|20|22|18|17|21|23,1,4|5|3|1|2,4,3.3,2.5,3.16,3|2|5|1,4.76,14.66,15.677,6,"1,3",6|1|2|5|3|4,,,2,1|2,2,7.908,136.875,138.029,5,1,2,2|4|3|1,4.967,30.25,31.755,3,6,4,3|2|4|1,3.648,15.636,16.696,3,1,4,2|3|1|4,4,4,4,3|1|2,2,1965,3,3,5|3|2|1|4,1,3|1|4|2,1,4|1|7|2|6|5|3,5,They do!,,1,0,,0,0,,default,yahoo_default|Q42,description,default_aw
2023-07-12 18:41:03,2023-07-12 18:52:52,0,96.232.250.213,100,709,1,2023-07-12 18:52:53,R_3GBuLhgNl0YycLs,,,,,40.8703,-73.8525,anonymous,EN,0.8999999761581421,1,63d672fd60ac772cd04cc33b,,,,,5,5|1|4|2|3,7,6.185,6.185,8.262,1,1,5|2|1|3,,,,,2,1|2,1,,,5.617,29.387,33.846,4,4,1|7|3|6|2|5|4,1,3|1|5|4|2,50.088,52.281,53.736,2,7,1,3|2|1|5|4,8.592,53.391,55.277,3,23,23|17|22|21|18|19|20,1,1|4|2|5|3,4.17,3.5,2.77,3.57,5|2|3|1,14.131,25.957,27.037,8,1,3|5|4|2|6|1,,,2,2|1,2,29.574,32.736,33.619,2,1,2,1|4|3|2,6.803,105.246,106.19,3,1,2,4|3|2|1,53.947,62.055,63.05,3,3,2,3|1|4|2,4,3,2,2|3|1,4,1989,3,5,2|4|5|3|1,1,4|1|3|2,3,4|7|3|6|1|2|5,2,,,1,0.03125,QID38,0,0,,choice_screen,,description,default_aw
2023-07-12 18:44:36,2023-07-12 18:52:53,0,136.226.81.28,100,497,1,2023-07-12 18:52:54,R_27DqbTS93PXywp0,,,,,40.7123,-74.0068,anonymous,EN,1,1,5a8e6117b093f80001a83119,,,,,5,1|5|4|2|3,7,,,,,,,6.016,6.016,11.78,1,2,1|2,2,1,4|2|3|1,13.863,18.053,20.243,2,4,5|4|2|1|7|3|6,1,3|1|2|5|4,27.57,72.515,74.594,3,2,1,2|1|4|3|5,26.177,28.333,30.589,2,23,22|21|19|20|23|17|18,1,2|5|1|4|3,5,4,4,3,1|3|5|2,4.522,16.506,20.71,5,1,1|4|6|5|2|3,,,2,2|1,1,56.841,60.262,61.681,2,1,1,4|1|3|2,37.062,40.524,42.619,2,3,1,2|3|4|1,21.497,24.208,26.919,2,1,1,3|4|2|1,4,4,4,3|1|2,4,1990,5,5,1|2|4|3|5,1,3|1|2|4,1,5|7|3|6|1|4|2,5,,,1,0.03125,QID38,0,0,,default,google_default|Q42,description,default_wc
2023-07-12 18:39:21,2023-07-12 18:52:58,0,98.220.53.234,100,817,1,2023-07-12 18:52:59,R_3Pe6mRpX1MLB6sG,,,,,41.8482,-87.6521,anonymous,EN,0.699999988079071,1,5dd59e901986eb55f1e2cb22,,,,,5,1|2|3|4|5,7,,,,,,,3.743,3.743,8.414,1,2,2|1,2,1,2|1|3|4,17.694,19.314,21.116,2,4,3|2|4|1|7|5|6,1,2|5|1|3|4,180.698,181.91,183.162,2,2,1,3|2|5|1|4,18.192,21.538,24.651,2,23,21|23|22|17|19|18|20,1,1|5|4|2|3,4,3,4,1,2|1|3|5,8.19,24.788,26.87,10,"1,2",6|3|5|1|4|2,2,2|3|1,1,1|2,,49.982,54.024,60.643,2,1,2,1|2|3|4,27.249,87.845,88.716,5,1,2,1|2|4|3,27.781,33.1,35.191,2,3,2,2|1|3|4,4,5,4,1|2|3,2,1984,3,5,2|3|5|1|4,1,2|4|1|3,2,5|6|7|1|2|3|4,5,"This test might work better if you don't assign Google to anyone. I feel like that's the default search engine for most people. Seeing if people stick with something like Bing or Yahoo would probbaly give you more interesting results. ",,1,0,,0,0,,default,google_default|Q42,description,choice screen
2023-07-12 18:40:07,2023-07-12 18:53:06,0,97.118.237.93,100,778,1,2023-07-12 18:53:06,R_2scDk4Xxw1cUZcc,,,,,39.7628,-105.0263,anonymous,EN,1,1,5c3a764874d1c6000138ea83,,,,,5,5|1|3|4|2,7,,,,,,,3.811,3.811,33.084,1,2,1|2,2,2,1|4|2|3,19.258,24.124,28.312,2,4,2|5|3|7|6|4|1,2,1|3|4|2|5,9.088,46.935,50.86,3,2,1,3|1|5|2|4,5.213,20.296,23.27,4,23,20|18|23|17|19|22|21,1,2|1|3|4|5,4.93,3.47,0.4,0.7,5|2|3|1,54.879,69.248,73.54,6,1,4|5|1|6|2|3,,,2,2|1,3,38.613,63.442,65.948,2,1,3,3|1|4|2,105.185,109.236,111.124,2,3,3,4|2|1|3,36.731,39.999,41.938,2,1,3,2|1|3|4,3,3,4,1|2|3,3,1967,4,4,5|4|3|1|2,2,2|1|4|3,1,7|6|2|3|5|4|1,5,,,1,0.03125,QID38,0,0,,default,bing_default|Q42,description,default_wu
2023-07-12 18:44:07,2023-07-12 18:53:09,0,73.6.94.251,100,542,1,2023-07-12 18:53:09,R_2SITpB4bmiDb2Ea,,,,,29.7388,-95.8309,anonymous,EN,0.8999999761581421,1,6104f2626b46bd21f1c9a1b3,,,,,5,4|3|2|5|1,7,,,,,,,3.947,3.947,11.147,1,2,1|2,2,4,2|4|3|1,4.954,15.879,16.777,3,4,6|3|1|4|2|7|5,4,1|4|2|3|5,4.731,30.381,30.63,4,2,4,5|1|3|2|4,2.407,30.222,31.361,3,23,22|23|17|19|20|21|18,4,3|5|4|2|1,4.42,3.78,3.65,2.65,3|5|1|2,10.104,17.412,19.544,5,1,1|5|6|2|4|3,1,2|3|1,1,1|2,,50.256,51.623,52.315,2,1,1,1|2|3|4,16.724,21.175,22.543,5,1,1,2|3|4|1,12.935,15.046,15.765,3,1,1,1|4|2|3,4,3,4,1|2|3,1,1993,3,3,1|3|5|4|2,1,1|3|2|4,4,2|4|6|7|3|5|1,5,I stuck with the default engine given to me.,,1,0,,0,0,,default,duckduckgo_default|Q42,description,choice screen
2023-07-12 18:43:38,2023-07-12 18:53:15,0,172.59.185.191,100,577,1,2023-07-12 18:53:16,R_3kzhR7NMIh1sycH,,,,,41.8183,-87.6095,anonymous,EN,1,1,5938e042e9b44100013ae891,,,,,5,3|5|2|4|1,7,0.808,13.834,22.126,5,3,2|1|3|5,,,,,2,2|1,1,,,2.56,30.911,36.925,6,4,2|7|5|6|1|4|3,2,3|5|4|2|1,1.578,43.269,44.338,13,2,2,4|3|1|2|5,1.336,31.859,35.294,10,23,22|19|17|21|20|18|23,2,4|2|5|1|3,4.91,4.91,4.98,4.98,3|5|1|2,6.112,29.288,30.053,17,"1,2,3",1|4|3|6|2|5,,,2,2|1,2,3.001,55.469,57.401,5,1,2,3|2|4|1,3.294,42.717,43.856,4,1,2,1|3|2|4,3.282,36.239,36.756,5,1,2,2|3|1|4,5,5,5,2|3|1,4,1985,4,5,4|1|3|5|2,2,4|2|1|3,1,1|5|3|7|4|6|2,5,"I mean, I use Bing because they pay me to. I bought my last xbox with the points I got from using it every day. haha. But, if I'm assigned something for a survey, I'll keep using it because I don't want a rejection if the answer that I found differs from what you assigned me to use.",,1,0,,0,0,,choice_screen,,description,default_aw
2023-07-12 18:47:22,2023-07-12 18:53:49,0,98.1.14.219,100,387,1,2023-07-12 18:53:50,R_2TuC4Z5ln6xH3Cq,,,,,43.2138,-77.4575,anonymous,EN,1,1,61207d6719789a4b02f59e7d,,,,,5,1|2|5|3|4,7,,,,,,,4.462,4.462,11.611,1,2,2|1,2,3,4|3|2|1,17.231,19.668,21.74,2,4,7|2|6|3|1|4|5,3,4|5|3|1|2,22.66,24.65,26.186,2,2,3,3|1|4|5|2,34.248,38.529,39.758,4,17,23|18|17|20|21|22|19,3,5|3|4|1|2,4.91,1.31,2.55,0.28,2|1|3|5,4.049,35.819,37.669,12,"1,5",6|3|2|4|5|1,,,2,1|2,1,45.163,47.669,48.808,2,1,1,4|3|2|1,25.105,27.073,28.467,2,3,1,2|4|1|3,21.033,23.069,24.452,2,1,1,3|4|2|1,4,3,3,2|3|1,1,2002,3,2,3|5|2|4|1,2,3|1|2|4,2,6|7|5|2|1|3|4,5,"Nice, you got me there ",,1,0,,0,0,,default,yahoo_default|Q42,description,default_wc
2023-07-12 18:45:15,2023-07-12 18:53:56,0,66.85.230.177,100,520,1,2023-07-12 18:53:56,R_se6sNyaPTpkn9UB,,,,,35.0458,-85.3135,anonymous,EN,1,1,615c5d5d1768e12bba80f289,,,,,5,3|2|1|4|5,7,2.527,2.527,8.709,1,1,1|5|2|3,,,,,2,2|1,1,,,11.963,14.127,16.188,2,4,5|7|6|4|2|1|3,1,2|4|1|5|3,93.051,160.286,162.35,3,1,1,5|1|4|3|2,20.608,22.789,24.095,2,23,17|18|19|22|23|21|20,1,5|3|2|4|1,4.68,0.54,0.41,1.38,2|1|5|3,5.479,16.521,18.505,6,1,6|5|2|1|4|3,1,3|2|1,1,2|1,,90.358,92.46,98.742,2,1,2,3|2|4|1,41.926,44.683,45.863,4,1,2,1|4|3|2,24.798,26.207,27.341,2,3,2,4|1|2|3,4,5,4,1|3|2,"1,2",1999,4,4,2|4|1|5|3,2,4|1|3|2,1,4|6|5|2|3|1|7,5,,,1,0.03125,QID38,0,0,,choice_screen,,description,choice screen
2023-07-12 18:41:38,2023-07-12 18:54:10,0,98.34.54.128,100,752,1,2023-07-12 18:54:11,R_29ivjsNhJxn5k4w,,,,,41.8482,-87.6521,anonymous,EN,0.8999999761581421,1,58d9a79c33fef3000118abdf,,,,,5,3|2|5|1|4,7,8.831,8.831,9.981,1,2,3|1|2|5,,,,,2,2|1,1,,,11.638,27.144,29.686,4,4,2|4|3|7|6|1|5,1,1|3|4|2|5,4.375,116.442,118.199,4,2,1,5|4|2|3|1,2.532,27.437,28.716,4,23,17|20|22|21|23|18|19,1,2|3|5|4|1,3.53,3.47,3.3,2,5|1|2|3,8.771,41.588,42.831,9,"1,2,3",3|2|5|4|6|1,1,1|3|2,1,2|1,,2.646,168.489,169.525,7,1,3,1|3|2|4,22.702,149.15,150.821,4,1,2,2|3|1|4,3.727,68.656,71.419,4,3,2,1|3|4|2,1,1,1,3|2|1,,1989,2,4,1|3|2|5|4,1,1|4|3|2,1,5|3|6|1|2|4|7,5,,,1,0.0625,"QID38,QID97",0,0,,choice_screen,,description,choice screen
2023-07-12 18:49:55,2023-07-12 18:54:13,0,38.34.109.97,100,258,1,2023-07-12 18:54:14,R_1ILT1szuocKPgmK,,,,,38.894,-77.0365,anonymous,EN,0.4000000059604645,1,633eb584ec1a3cf0efdc2563,,,,,5,1|4|2|5|3,7,,,,,,,2.473,2.473,10.011,1,2,2|1,2,4,3|1|4|2,2.306,22.057,23.077,6,4,3|5|1|4|6|7|2,4,1|3|5|4|2,4.122,11.37,12.292,3,2,4,4|5|2|3|1,2.414,16.141,16.786,4,17,22|21|23|20|18|19|17,4,3|5|1|4|2,4.85,3.75,2.92,1.75,3|5|1|2,4.968,10.561,11.186,5,1,3|5|4|1|2|6,,,2,2|1,3,22.893,26.26,26.596,3,1,3,2|1|4|3,21.645,24.883,33.107,6,3,3,3|1|4|2,30.388,31.925,32.59,2,1,3,1|3|4|2,3,3,5,1|3|2,3,1986,4,5,4|5|2|3|1,1,2|4|3|1,1,1|2|4|3|5|7|6,5,No,,1,0,,0,0,,default,duckduckgo_default|Q42,description,default_wu
